Date,sampleSize
2017-09-22,2
2017-09-25,1
2017-09-27,1
2017-09-29,1
2017-10-11,1
2017-10-12,1
2017-10-26,1
2017-10-30,1
2017-10-31,2
2017-11-06,3
2017-11-07,1
2017-11-09,1
2017-11-14,1
2017-11-20,3
2017-11-21,1
2017-11-23,1
2017-11-24,1
2017-11-30,1
2017-12-15,1
2017-12-18,1
2018-01-08,1
2018-01-15,1
2018-01-18,1
2018-01-19,1
2018-01-25,2
2018-01-30,1
2018-02-08,1
2018-02-21,1
2018-02-22,3
2018-02-24,1
2018-02-26,1
2018-03-06,1
2018-03-07,1
2018-03-12,2
2018-03-15,3
2018-03-19,1
2018-03-20,2
2018-03-22,2
2018-03-27,1
2018-03-28,1
2018-04-03,1
2018-04-04,1
2018-04-09,1
2018-04-11,1
2018-04-12,4
2018-04-13,1
2018-04-16,2
2018-04-17,2
2018-04-18,1
2018-04-19,1
2018-04-23,2
2018-05-03,1
2018-05-08,1
2018-05-10,2
2018-05-16,1
2018-05-18,1
2018-05-21,1
2018-07-11,1
2018-07-13,1
2018-08-07,1
2018-08-14,1
2018-09-04,3
2018-09-05,2
2018-09-06,2
2018-09-10,1
2018-09-11,2
2018-09-12,3
2018-09-13,2
2018-09-14,1
2018-09-18,2
2018-09-19,4
2018-09-20,1
2018-09-21,1
2018-09-24,1
2018-10-02,2
2018-10-03,1
2018-10-05,1
2018-10-10,3
2018-10-11,1
2018-10-12,2
2018-10-15,1
2018-10-18,1
2018-10-19,1
2018-10-22,1
2018-10-24,3
2018-10-29,1
2018-10-31,1
2018-11-08,1
2018-11-13,1
2018-11-29,1
2018-12-04,1
2018-12-18,1
2018-12-19,2
2019-01-23,1
2019-01-30,1
2019-02-05,1
2019-02-06,1
2019-02-07,1
2019-02-08,1
2019-02-13,1
2019-02-15,1
2019-02-19,1
2019-02-27,1
2019-02-28,1
2019-03-01,1
2019-03-05,1
2019-03-12,2
2019-03-21,1
2019-04-02,1
2019-04-04,1
2019-04-15,1
2019-04-18,1
2019-04-25,1
2019-04-30,1
2019-05-06,1
2019-05-17,1
